order,category,finalStatus,finalLevelId,finalAssetPath,loadedAssetPath,loadMode,assemblyAction,assemblySourcePool,assemblyGateClass,assemblyRemainingGap,assemblyCopyRequired,productionLane,productionStyle,productionChainLanguage,chains,sourceCoverage,maxChoices,localPatchSolveRunMax,solveTraceQualityScore,note
432,normal,ExternalCandidatePlanned,nutation_hub_mixed_v1_strict30_refill_06_s02_r02,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationHubMixedV1Strict30RefillPool/nutation_hub_mixed_v1_strict30_refill_06_s02_r02.asset,ManifestAsset,ActiveReplace,HubMixedStrict30Refill,StyleLocal9ManualAllowed,False,True,PeelMid,hub_spoke,rail_chain,99,0.951,9,9,0.842,
433,shape,ShapeCandidatePlanned,campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_14_L433_filmroll_r5coreA.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,ManualAcceptedProposed,False,True,,CoreBurst,,162,0.989,10,12,,
434,normal,OriginalNonTarget,direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L434_direct_pure_topup_07_11_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_11_direct_polish_hard_pure_rect_section_unlock_g10_v02.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
435,hole,OriginalNonTarget,hole_candidate_051_std_28x28_lock,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L435_hole_candidate_051_std_28x28_lock.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_051_std_28x28_lock.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
436,normal,ExternalCandidatePlanned,nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80V1/nutation_longchain_candidate80_v1_23_nutation_longchain_patch_v1_rect_c80_06_d2_lock_patch.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60,CampaignHardGateGenericMatch,False,True,LongChainProbe,maze_long_chain,curve_chain,84,0.933,10,4,0.851,
437,normal,OriginalNonTarget,direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L437_direct_pure_topup_08_23_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_23_direct_polish_hard_pure_rect_quasi_symmetry_g13_v05.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
438,shape,ShapeCandidatePlanned,campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgRemainingHardR3/campaign500_shape_psg_remaining_hard_r3_37_L438_giftbox_r3lock.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,NeedsFinalManualReview,False,True,,LockBuckle,,172,0.987,12,10,,
439,normal,After300DeferredForFront300PriorityV3,direct_pure_topup_07_09_direct_polish_hard_pure_rect_maze_long_chain_g9_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L439_direct_pure_topup_07_09_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_21_nutation_strict_mixed_localbreak_v1_rect_s44_o439_v08_strictmixedlocalbreak_local_break_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
440,normal,OriginalNonTarget,direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L440_direct_pure_topup_08_21_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_21_direct_polish_hard_pure_rect_dual_zone_g13_v05.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
441,normal,OriginalTargetMissingHardGate,direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L441_direct_normal_topup_48_direct_normal_topup_rect_sw.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NormalTopupCandidates/direct_normal_topup_48_direct_normal_topup_rect_sweep_g11_v06.asset,BasePreviewFallback,KeepOriginalTargetGap,OriginalV11Fallback,NoStrictCandidateYet,True,False,FlowPatch,,patch_chain,,,,,,missingFinalAssetPath
442,hole,OriginalNonTarget,hole_candidate_101_wide_34x28_shell,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L442_hole_candidate_101_wide_34x28_shell.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_101_wide_34x28_shell.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
443,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10h_05_L443_ufo,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_05_L443_ufo.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,Sweep,,86,0.986,9,15,,
444,normal,OriginalNonTarget,direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L444_direct_pure_topup_09_05_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_05_direct_polish_hard_pure_rect_dense_weave_g14_v06.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
445,normal,After300DeferredForFront300PriorityV3,direct_advanced_31_direct_advanced_veryhard_rect_sweep_g3_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L445_direct_advanced_31_direct_advanced_veryhard_rect_s.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13a/c5nep_w13a_25_nutation_strict_mixed_axisbreak_v1_rect_s45_o445_v00_strictmixedaxisbreak_axis_break_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
446,normal,OriginalTargetMissingHardGate,direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L446_direct_polish_clean_21_direct_polish_normal_rect_d.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PolishCleanCandidates/direct_polish_clean_21_direct_polish_normal_rect_dense_weave_g2_v03.asset,BasePreviewFallback,KeepOriginalTargetGap,OriginalV11Fallback,NoStrictCandidateYet,True,False,PeelLight,,curve_chain,,,,,,missingFinalAssetPath
447,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10h_06_L447_magicbook,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_06_L447_magicbook.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,LockBuckle,,95,0.991,7,9,,
448,normal,OriginalNonTarget,direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L448_direct_advanced_46_direct_advanced_veryhard_rect_q.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_46_direct_advanced_veryhard_rect_quasi_symmetry_g1_v06.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
449,normal,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_26_nutation_longchain_rail_v1_rect_c80hf3_07_d2_maze_rail.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60,CampaignHardGateGenericMatch,False,True,LongChainProbe,maze_long_chain,rail_chain,86,0.955,11,4,0.913,
450,normal,OriginalNonTarget,direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L450_direct_pure_topup_10_19_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice10/direct_pure_topup_10_19_direct_polish_hard_pure_rect_section_unlock_g12_v10.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
451,hole,OriginalNonTarget,hole_highchain_extra_018_hc2_32x30_lock_a,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L451_hole_highchain_extra_018_hc2_32x30_lock_a.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/HighChainCandidates/hole_highchain_extra_018_hc2_32x30_lock_a.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
452,normal,OriginalNonTarget,direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L452_direct_pure_topup_07_02_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_02_direct_polish_hard_pure_rect_lock_buckle_g9_v01.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
453,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10h_07_L453_fish,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_07_L453_fish.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,Sweep,,111,0.988,9,8,,
454,normal,OriginalNonTarget,sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed20260618_100431_dive,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_ske.asset,Assets/ArrowMagic/SOData/Levels/Campaign500Optimization/ShapeRefreshV4/shape_refresh_v4_L454_sgp_manual_keep_outer1_repair_05_sgp_seed_hard_skeleton_newseed2026061.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
455,normal,After300DeferredForFront300PriorityV3,direct_pure_topup_07_23_direct_polish_hard_pure_rect_dense_weave_g11_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L455_direct_pure_topup_07_23_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w12d/c5nep_w12d_27_nutation_strict_mixed_hard_v1_rect_s46_o455_v02_strictmixedhard_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
456,normal,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_37_nutation_longchain_curve_v1_rect_c80hf_10_d2_section_curve.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60,CampaignHardGateGenericMatch,False,True,LongChainProbe,maze_long_chain,patch_chain,92,0.948,9,5,0.828,
457,normal,After300DeferredForFront300PriorityV3,direct_normal_topup_72_direct_normal_topup_rect_sweep_g8_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L457_direct_normal_topup_72_direct_normal_topup_rect_sw.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_07_nutation_mixed_neutral_v1_rect_s46_o457_v00_neutralmixed_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
458,shape,ShapeCandidatePlanned,campaign500_shape_psg_next10h_08_L458_star,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNext10H/campaign500_shape_psg_next10h_08_L458_star.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,CoreBurst,,95,0.982,10,11,,
459,normal,After300DeferredForFront300PriorityV3,direct_pure_topup_07_17_direct_polish_hard_pure_rect_quasi_symmetry_g10_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L459_direct_pure_topup_07_17_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w13b/c5nep_w13b_37_nutation_strict_mixed_localbreak_v1_rect_s46_o459_v00_strictmixedlocalbreak_local_break_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
460,normal,OriginalNonTarget,direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L460_direct_pure_topup_08_10_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_10_direct_polish_hard_pure_rect_core_burst_g12_v04.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
461,normal,OriginalNonTarget,direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L461_direct_pure_topup_07_18_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_18_direct_polish_hard_pure_rect_sweep_g10_v02.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
462,normal,OriginalTargetMissingHardGate,direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L462_direct_pure_topup_08_19_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_19_direct_polish_hard_pure_rect_dense_weave_g13_v05.asset,BasePreviewFallback,KeepOriginalTargetGap,OriginalV11Fallback,NoStrictCandidateYet,True,False,PeelLight,,curve_chain,,,,,,missingFinalAssetPath
463,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_172_L463_castletower_section.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,SectionUnlock,,89,0.986,7,11,,
464,normal,After300DeferredForFront300PriorityV3,direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L464_direct_normal_topup_58_direct_normal_topup_rect_lo.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
465,normal,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60,CampaignHardGateGenericMatch,False,True,LongChainProbe,maze_long_chain,curve_chain,104,0.947,9,6,0.867,
466,normal,OriginalNonTarget,direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L466_direct_pure_topup_07_05_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
467,hole,OriginalNonTarget,hole_topup_031_topup_std_26x26_maze,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L467_hole_topup_031_topup_std_26x26_maze.asset,Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
468,shape,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,Sweep,,81,0.988,9,7,,
469,normal,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset,ManifestAsset,ActiveReplace,NutationLongChainStrict60,CampaignHardGateGenericMatch,False,True,PeelMid,maze_long_chain,curve_chain,89,0.948,11,6,0.845,
470,normal,OriginalNonTarget,direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L470_direct_pure_topup_09_23_direct_polish_hard_pure_re.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
471,normal,After300DeferredForFront300PriorityV3,direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L471_direct_normal_topup_16_direct_normal_topup_rect_sw.asset,Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset,BasePreviewFallback,KeepCurrent,,After300DeferredFront300Priority,False,False,,,,,,,,,missingFinalAssetPath
472,normal,OriginalNonTarget,direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L472_direct_advanced_13_direct_advanced_veryhard_rect_s.asset,Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset,BasePreviewFallback,KeepCurrent,,,False,False,,,,,,,,,missingFinalAssetPath
473,shape,ShapeCandidatePlanned,campaign500_shape_psg_final6_01_L473_mug,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_01_L473_mug.asset,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_01_L473_mug.asset,ManifestAsset,ActiveReplace,ShapeMaskInventory,LatestProposedKeep,False,True,,CoreBurst,,78,0.981,9,5,,
