"order","section10","positionIn10","levelName","category","difficultyCode","difficultyNameZh","originalTargetChains","originalArrowTiles","planningMode","detailedDuty","playerPurpose","targetPressure","designNeed","avoid","sectionDuty","sectionIntent","sectionTheme","positionBeatRole","actualBeatRole","slotDutyV2","styleTargetV2","chainLanguageTargetV2","planningRule","replacementPriority","selectedCandidateId","selectedSource","reviewStatus"
"436","44","6","Main/Level_Main_436","normal","4","极难","194","1195","section_script_driven","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","solved; chapter top effective load; theme clear; fair choices","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","FirstReadWindow","ExtremePeakBeat","ExtremeMemory","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"437","44","7","Main/Level_Main_437","normal","1","普通/恢复","164","1003","section_script_driven","RecoveryFlow","顺畅连清，获得释放感","low/release","solved; smooth; low frustration; no excessive choice explosion","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","BreathOrPractice","RecoveryBeat","RecoveryFlow","Flow/Peel/Mixed","rail/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"438","44","8","Main/Level_Main_438","shape","2","困难","166","1373","section_script_driven","ShapeReadAnchor","在特殊空间里完成一次读题","hard: harder by read/region/anti-local, not only raw chains","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","LatePressureWindow","HardReadBeat","ShapeReadAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"439","44","9","Main/Level_Main_439","normal","1","普通/恢复","158","942","section_script_driven","BridgeRamp","普通难度上沿，开始多看一步","normal-high but below hard","solved; normal-high effective load; prepares hard without becoming peak","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","PeakSetup","RampBeat","BridgeRamp","Peel/Mixed","rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"440","44","10","Main/Level_Main_440","normal","1","普通/恢复","161","988","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","成熟主题回顾与变体 / PressureBuild","PeakOrLanding","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","curve/rail","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"441","45","1","Main/Level_Main_441","normal","1","普通/恢复","105","784","section_script_driven","RecoveryFlow","顺畅连清，获得释放感","low/release","solved; smooth; low frustration; no excessive choice explosion","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","ResetOpener","RecoveryBeat","RecoveryFlow","Flow/Peel/Mixed","curve/mixed","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"442","45","2","Main/Level_Main_442_hole","hole","1","普通/恢复","81","853","section_script_driven","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","BaselinePractice","SpecialAnchorBeat","HoleSpatialAnchor","Hole/Mixed/Peel","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"443","45","3","Main/Level_Main_443","shape","1","普通/恢复","84","714","section_script_driven","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","LanguageTurn","SpecialAnchorBeat","ShapeAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"444","45","4","Main/Level_Main_444","normal","3","特别困难","159","970","section_script_driven","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","solved; quality gates","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","VisualSpatialTurn","PeakBeat","StylePeak","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"445","45","5","Main/Level_Main_445","normal","2","困难","197","1199","section_script_driven","LocalRunBreaker","从局部连续清除切换到跨区决策","hard: harder by read/region/anti-local, not only raw chains","solved; local run capped; same-side/directional sweep low; remote switch evidence","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","BridgeRamp","HardReadBeat","LocalRunBreaker","Peel/Mixed/Hub-lite; require anti-local trace","patch/rail; avoid same-region conveyor","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"446","45","6","Main/Level_Main_446","normal","1","普通/恢复","136","821","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","FirstReadWindow","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","rail/curve","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"447","45","7","Main/Level_Main_447","shape","1","普通/恢复","78","790","section_script_driven","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","BreathOrPractice","SpecialAnchorBeat","ShapeAnchor","Shape/Peel/Mixed","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"448","45","8","Main/Level_Main_448","normal","3","特别困难","196","1128","section_script_driven","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","solved; dependency/read demand evidence; hard > normal by reason","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","LatePressureWindow","PeakBeat","DependencyPeak","LongChain/Hub/Peel","System.Object[]","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"449","45","9","Main/Level_Main_449","normal","4","极难","181","1090","section_script_driven","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","solved; chapter top effective load; theme clear; fair choices","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","PeakSetup","ExtremePeakBeat","ExtremeMemory","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"450","45","10","Main/Level_Main_450","normal","1","普通/恢复","165","1037","section_script_driven","NormalPractice","练习本段主语言，稳定推进","normal baseline","solved; stable choices; moderate coverage; not repetitive with neighbors","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","MiniPeakAndReset","本50关小峰值；末段形成记忆点，下一组要释放","成熟主题回顾与变体 / MiniPeakAndReset","PeakOrLanding","PracticeBeat","NormalPractice","Peel/Hub-lite/Mixed","rail/curve","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
"451","46","1","Main/Level_Main_451_hole","hole","1","普通/恢复","90","866","section_script_driven","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","solved; special category is the experience anchor; no unfair blockage","不要只靠raw chain count；避免相邻关同风格/同语言/同画布手感","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","终局精选与boss节奏 / ArcEntryReset","ResetOpener","SpecialAnchorBeat","HoleSpatialAnchor","Hole/Mixed/Peel","theme language; avoid neighbor repetition","位置节奏/模板难度是参考；合理性、教学职责、section剧本优先","front500-normal/keep-old-ok","","","not_reviewed"
