order,section10,positionIn10,macroArc,sectionRole,levelName,category,difficultyCode,difficultyNameZh,isShapeSlot,shapeId,shapeNameZh,isHoleSlot,templateTargetChains,templateTargetChainsMin,templateTargetChainsMax,templateArrowTiles,targetWidth,targetHeight,targetAspect,slotDutyV2,targetExperience,front20DetailedDuty,front20PlayerPurpose,styleTargetV2,chainLanguageTargetV2,targetEffectiveLoadMin,targetEffectiveLoad,targetEffectiveLoadMax,effectiveLoadBand,readDemandTarget,requiredEvidence,avoidRules,loadInterpretationNote,replacementPriority,productionNeed,planningStatus,selectedCandidateId,selectedSource,reviewStatus
423,43,3,A9_MatureReview,mature_review,Main/Level_Main_423,shape,1,普通/恢复,1,artistpalette,调色盘,0,136,122,150,1147,44,38,1.158,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,103,109,115,103-115,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
424,43,4,A9_MatureReview,mature_review,Main/Level_Main_424,normal,1,普通/恢复,0,,,0,129,116,142,793,22,37,0.595,LanguageVariation,variation if not occupied by shape/hole,,,Mixed/Peel/Flow,language_shift,101,107,113,101-113,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
425,43,5,A9_MatureReview,mature_review,Main/Level_Main_425,normal,4,极难,0,,,0,213,192,234,1320,28,48,0.583,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,143,155,167,143-167,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
426,43,6,A9_MatureReview,mature_review,Main/Level_Main_426_hole,hole,1,普通/恢复,0,,,1,80,72,88,672,32,24,1.333,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,106,112,118,106-118,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
427,43,7,A9_MatureReview,mature_review,Main/Level_Main_427,shape,2,困难,1,treasurechest,宝箱,0,161,145,177,1311,44,40,1.1,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,115,123,131,115-131,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
428,43,8,A9_MatureReview,mature_review,Main/Level_Main_428,normal,1,普通/恢复,0,,,0,146,131,161,910,24,39,0.615,BridgeRamp,ordinary upper-ramp slot,,,Peel/Mixed,rail_patch,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
429,43,9,A9_MatureReview,mature_review,Main/Level_Main_429,normal,3,特别困难,0,,,0,205,185,225,1261,27,48,0.562,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,129,139,149,129-149,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
430,43,10,A9_MatureReview,mature_review,Main/Level_Main_430,normal,1,普通/恢复,0,,,0,147,132,162,914,24,39,0.615,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
431,44,1,A9_MatureReview,mature_review,Main/Level_Main_431,normal,1,普通/恢复,0,,,0,112,101,123,879,23,39,0.59,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,93,99,105,93-105,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
432,44,2,A9_MatureReview,mature_review,Main/Level_Main_432,normal,2,困难,0,,,0,164,148,180,1010,24,43,0.558,CanvasStep,difficulty comes from scale or density,,,Mixed/Peel,mixed_or_rail,114,122,130,114-130,mid,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
433,44,3,A9_MatureReview,mature_review,Main/Level_Main_433,shape,2,困难,1,filmroll,胶片,0,161,145,177,1410,43,47,0.915,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,119,127,135,119-135,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
434,44,4,A9_MatureReview,mature_review,Main/Level_Main_434,normal,1,普通/恢复,0,,,0,162,146,178,1007,24,43,0.558,LanguageVariation,variation if not occupied by shape/hole,,,Mixed/Peel/Flow,language_shift,101,107,113,101-113,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
435,44,5,A9_MatureReview,mature_review,Main/Level_Main_435_hole,hole,1,普通/恢复,0,,,1,76,68,84,697,28,28,1.0,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,105,111,117,105-117,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
436,44,6,A9_MatureReview,mature_review,Main/Level_Main_436,normal,4,极难,0,,,0,194,175,213,1195,27,45,0.6,ExtremeMemory,chapter or half-chapter boss,,,LongChain/Hub/Peel/Mixed,spine_rail_patch,148,160,172,148-172,high_but_readable,solved;initial_clearable;nonzero_difficulty;strong_read_evidence;dependency_depth_or_memory_peak;fair_no_random_hidden_gate;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_extreme_peak_supply,locked_spec_not_resource_assignment,,,
437,44,7,A9_MatureReview,mature_review,Main/Level_Main_437,normal,1,普通/恢复,0,,,0,164,148,180,1003,25,41,0.61,RecoveryFlow,breath after mid-section pressure,,,Flow/Peel/Mixed,different_from_previous,96,102,108,96-108,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
438,44,8,A9_MatureReview,mature_review,Main/Level_Main_438,shape,2,困难,1,giftbox,礼盒,0,166,149,183,1373,43,43,1.0,ReadCheck,shape read-check with only a mild shape premium,,,ShapeHosted/Peel/Mixed,theme_read,122,130,138,122-138,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,partial_supply_need_shape_readcheck,locked_spec_not_resource_assignment,,,
439,44,9,A9_MatureReview,mature_review,Main/Level_Main_439,normal,1,普通/恢复,0,,,0,158,142,174,942,24,40,0.6,SetupOrBreath,peak setup or light release,,,Mixed/Peel/Shape,variation_first,103,109,115,103-115,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
440,44,10,A9_MatureReview,mature_review,Main/Level_Main_440,normal,1,普通/恢复,0,,,0,161,145,177,988,23,44,0.523,SetupOrBreath,end-of-section normal release if no peak code,,,Mixed/Flow/Peel,variation_first,106,112,118,106-118,mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
441,45,1,A9_MatureReview,mature_review,Main/Level_Main_441,normal,1,普通/恢复,0,,,0,105,95,115,784,22,36,0.611,RecoveryFlow,section opener or post-peak release,,,Flow/Mixed,curve_mixed,94,100,106,94-106,low_smooth,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
442,45,2,A9_MatureReview,mature_review,Main/Level_Main_442_hole,hole,1,普通/恢复,0,,,1,81,73,89,853,34,28,1.214,HoleSpatialAnchor,space variation or breath,,,Hole/Mixed/Peel,theme_space,100,106,112,100-112,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport,illegal_chain;unsolved;zero_difficulty,hole carries spatial reading/breath; evaluate with space context,P2_category_anchor,use_existing_hole_anchor_pool,locked_spec_not_resource_assignment,,,
443,45,3,A9_MatureReview,mature_review,Main/Level_Main_443,shape,1,普通/恢复,1,ufo,飞碟,0,84,76,92,714,39,31,1.258,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,104,110,116,104-116,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
444,45,4,A9_MatureReview,mature_review,Main/Level_Main_444,normal,3,特别困难,0,,,0,159,143,175,970,23,43,0.535,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,128,138,148,128-148,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
445,45,5,A9_MatureReview,mature_review,Main/Level_Main_445,normal,2,困难,0,,,0,197,177,217,1199,24,51,0.471,LocalRunBreaker,break same-area clearing,,,Peel/Mixed/HubLite,rail_patch,121,129,137,121-137,mid_plus_requires_reread,solved;initial_clearable;nonzero_difficulty;region_or_axis_switch;local_run_break;max_choices_controlled;forced_reread_or_remote_narrow_frontier,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains,raw chains are only an anchor; match by effective load and evidence,P2_late_readcheck,partial_supply_need_normalplus_readcheck,locked_spec_not_resource_assignment,,,
446,45,6,A9_MatureReview,mature_review,Main/Level_Main_446,normal,1,普通/恢复,0,,,0,136,122,150,821,22,38,0.579,NormalPractice,template normal in read-check position stays practice,,,Flow/Peel/Mixed,curve_rail,106,112,118,106-118,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk,illegal_chain;unsolved;zero_difficulty;surprise_hard_wall;choice_explosion;visual_overload,raw chains are only an anchor; match by effective load and evidence,P3_late_fill,normal_pool_available_match_by_band,locked_spec_not_resource_assignment,,,
447,45,7,A9_MatureReview,mature_review,Main/Level_Main_447,shape,1,普通/恢复,1,magicbook,魔法书,0,78,70,86,790,31,36,0.861,ShapeAnchor,visual perspective/reward anchor; keep readability first,,,ShapeHosted/Flow/Peel/Mixed,theme_shape,100,106,112,100-112,low_to_mid,solved;initial_clearable;nonzero_difficulty;controlled_local_run;no_directional_sweep_risk;category_theme_visible_first_viewport;shape_perspective_variation;shape_not_primary_difficulty_source,illegal_chain;unsolved;zero_difficulty,shape is a visual/perspective wrapper with slight Nutation premium; hard/peak needs non-shape read evidence,P2_category_anchor,use_existing_shape_anchor_pool,locked_spec_not_resource_assignment,,,
448,45,8,A9_MatureReview,mature_review,Main/Level_Main_448,normal,3,特别困难,0,,,0,196,176,216,1128,24,48,0.5,DependencyPeak,section peak with dependency consequence,,,Peel/LongChain/Hub,spine_rail_patch,136,146,156,136-156,high_with_dependency,solved;initial_clearable;nonzero_difficulty;cross_region_read;dependency_or_choke_consequence;post_peak_release_available;meaningful_consequence_after_key_move,illegal_chain;unsolved;zero_difficulty;pure_local_sweep;same_region_conveyor;fake_difficulty_only_more_chains;peak_not_above_section_normal;no_post_peak_release,longchain/spine candidates may count below raw-chain target; use effective load,P2_late_peak,needs_hard_or_special_peak_supply,locked_spec_not_resource_assignment,,,
