"order","section10","positionIn10","levelName","category","difficultyCode","difficultyNameZh","originalTargetChains","originalArrowTiles","positionBeatRole","actualBeatRole","sectionDuty","sectionIntent","sectionTheme","slotDutyV2","playerTask","pressureIntent","styleTargetV2","chainLanguageTargetV2","mustChangeFromPrevious","acceptanceFocus","replacementPriority","selectedCandidateId","selectedSource","reviewStatus"
"459","46","9","Main/Level_Main_459","normal","2","困难","180","1095","PeakSetup","HardReadBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","终局精选与boss节奏 / ArcEntryReset","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","Peel/Hub-lite/Mixed","rail/patch","为10准备或承担小峰，避免重复8","solved; region/axis switch evidence; choices readable","front500-normal/keep-old-ok","","","not_reviewed"
"460","46","10","Main/Level_Main_460","normal","1","普通/恢复","156","953","PeakOrLanding","PracticeBeat","ArcEntryReset","进入新50关主题；从上一段峰值回落，同时引入本段语言","终局精选与boss节奏 / ArcEntryReset","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"461","47","1","Main/Level_Main_461","normal","1","普通/恢复","168","1010","ResetOpener","RecoveryBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","终局精选与boss节奏 / PracticeBuild","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front500-normal/keep-old-ok","","","not_reviewed"
"462","47","2","Main/Level_Main_462","normal","1","普通/恢复","135","828","BaselinePractice","PracticeBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","终局精选与boss节奏 / PracticeBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","rail/curve","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"463","47","3","Main/Level_Main_463","shape","1","普通/恢复","71","721","LanguageTurn","SpecialAnchorBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","终局精选与boss节奏 / PracticeBuild","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"464","47","4","Main/Level_Main_464","normal","1","普通/恢复","111","826","VisualSpatialTurn","VariationBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","终局精选与boss节奏 / PracticeBuild","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","curve","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front500-normal/keep-old-ok","","","not_reviewed"
"465","47","5","Main/Level_Main_465","normal","3","特别困难","213","1314","BridgeRamp","PeakBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","终局精选与boss节奏 / PracticeBuild","StylePeak","解决一个有主题的阶段峰值","peak: clearly harder than code2 in same stage","Shape/Peel/LongChain/Hub","theme language; avoid neighbor repetition","向困难位铺垫，但不能压过困难","solved; quality gates","front500-normal/keep-old-ok","","","not_reviewed"
"466","47","6","Main/Level_Main_466","normal","1","普通/恢复","166","1015","FirstReadWindow","PracticeBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","终局精选与boss节奏 / PracticeBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","rail/curve","出现第一次明确读题/区域切换","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"467","47","7","Main/Level_Main_467_hole","hole","1","普通/恢复","63","591","BreathOrPractice","SpecialAnchorBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","终局精选与boss节奏 / PracticeBuild","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"468","47","8","Main/Level_Main_468","shape","1","普通/恢复","73","729","LatePressureWindow","SpecialAnchorBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","终局精选与boss节奏 / PracticeBuild","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"469","47","9","Main/Level_Main_469","normal","2","困难","160","982","PeakSetup","HardReadBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","终局精选与boss节奏 / PracticeBuild","ReadCheck","停一下，判断先清哪个区域/方向","hard: harder by read/region/anti-local, not only raw chains","Peel/Hub-lite/Mixed","rail/patch","为10准备或承担小峰，避免重复8","solved; region/axis switch evidence; choices readable","front500-normal/keep-old-ok","","","not_reviewed"
"470","47","10","Main/Level_Main_470","normal","1","普通/恢复","149","920","PeakOrLanding","PracticeBeat","PracticeBuild","练习本段主语言；普通稳定，小幅上坡","终局精选与boss节奏 / PracticeBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","rail/curve","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"471","48","1","Main/Level_Main_471","normal","1","普通/恢复","106","824","ResetOpener","RecoveryBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","终局精选与boss节奏 / VariationRead","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front500-normal/keep-old-ok","","","not_reviewed"
"472","48","2","Main/Level_Main_472","normal","3","特别困难","231","1395","BaselinePractice","PeakBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","终局精选与boss节奏 / VariationRead","DependencyPeak","识别依赖顺序，完成本组核心挑战","peak: clearly harder than code2 in same stage","LongChain/Hub/Peel","System.Object[]","与前后关保持风格/语言/画布手感差异","solved; dependency/read demand evidence; hard > normal by reason","front500-normal/keep-old-ok","","","not_reviewed"
"473","48","3","Main/Level_Main_473","shape","1","普通/恢复","67","659","LanguageTurn","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","终局精选与boss节奏 / VariationRead","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"474","48","4","Main/Level_Main_474","normal","1","普通/恢复","178","1124","VisualSpatialTurn","VariationBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","终局精选与boss节奏 / VariationRead","LanguageVariation","适应链条语言或画布手感变化","normal-mid; novelty first","Mixed/Peel/Flow","spine-lite/mixed","与前后关保持风格/语言/画布手感差异","solved; visible language difference; pressure stays normal","front500-normal/keep-old-ok","","","not_reviewed"
"475","48","5","Main/Level_Main_475","normal","2","困难","195","1207","BridgeRamp","HardReadBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","终局精选与boss节奏 / VariationRead","LocalRunBreaker","从局部连续清除切换到跨区决策","hard: harder by read/region/anti-local, not only raw chains","Peel/Mixed/Hub-lite; require anti-local trace","patch/rail; avoid same-region conveyor","向困难位铺垫，但不能压过困难","solved; local run capped; same-side/directional sweep low; remote switch evidence","front500-normal/keep-old-ok","","","not_reviewed"
"476","48","6","Main/Level_Main_476","normal","1","普通/恢复","126","926","FirstReadWindow","PracticeBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","终局精选与boss节奏 / VariationRead","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","出现第一次明确读题/区域切换","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"477","48","7","Main/Level_Main_477_hole","hole","1","普通/恢复","60","588","BreathOrPractice","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","终局精选与boss节奏 / VariationRead","HoleSpatialAnchor","体验洞洞/空间规则变化","normal baseline","Hole/Mixed/Peel","theme language; avoid neighbor repetition","空间规则/洞洞路径必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"478","48","8","Main/Level_Main_478","shape","1","普通/恢复","112","765","LatePressureWindow","SpecialAnchorBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","终局精选与boss节奏 / VariationRead","ShapeAnchor","体验视觉形状变化，在形状内清关","normal baseline","Shape/Peel/Mixed","theme language; avoid neighbor repetition","视觉形状必须成为本关第一变化点","solved; special category is the experience anchor; no unfair blockage","front500-normal/keep-old-ok","","","not_reviewed"
"479","48","9","Main/Level_Main_479","normal","4","极难","185","1086","PeakSetup","ExtremePeakBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","终局精选与boss节奏 / VariationRead","ExtremeMemory","完成章节级记忆点或boss感挑战","chapter/top peak: highest effective load nearby","LongChain/Hub/Peel/Shape/Hole","spine/rail/patch","为10准备或承担小峰，避免重复8","solved; chapter top effective load; theme clear; fair choices","front500-normal/keep-old-ok","","","not_reviewed"
"480","48","10","Main/Level_Main_480","normal","1","普通/恢复","141","884","PeakOrLanding","PracticeBeat","VariationRead","插入风格/链条语言变化；困难要求第一次明显读题","终局精选与boss节奏 / VariationRead","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","本组落点；要有记忆点或清晰收束","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
"481","49","1","Main/Level_Main_481","normal","1","普通/恢复","108","824","ResetOpener","RecoveryBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","终局精选与boss节奏 / PressureBuild","RecoveryFlow","顺畅连清，获得释放感","low/release","Flow/Peel/Mixed","rail/mixed","从上一组峰值回落；不要延续同一高压语言","solved; smooth; low frustration; no excessive choice explosion","front500-normal/keep-old-ok","","","not_reviewed"
"482","49","2","Main/Level_Main_482","normal","1","普通/恢复","150","917","BaselinePractice","PracticeBeat","PressureBuild","提高压力但保留呼吸；强化区域/方向切换","终局精选与boss节奏 / PressureBuild","NormalPractice","练习本段主语言，稳定推进","normal baseline","Peel/Hub-lite/Mixed","curve/rail","与前后关保持风格/语言/画布手感差异","solved; stable choices; moderate coverage; not repetitive with neighbors","front500-normal/keep-old-ok","","","not_reviewed"
