order,section10,mainMissionId,levelName,category,difficultyNameZh,experienceRole,roleInSection,finalStatus,finalLevelId,finalAssetPath,originalLevelId,originalAssetPath,replacementSourceKind,productionLane,productionChainLanguage,productionDifficultyBand,sourceCoverage,maxChoices,localPatchSolveRunMax,nearOuterPatchSolveRunMax,solveTraceQualityScore,solveTraceCollapseRiskScore,solveSameAxisRunMax,solveSameDirHeadRunMax,assemblyAction,assemblySourcePool,assemblySourceRoot,assemblyGateClass,assemblySelectionReason,assemblyCopyRequired,assemblyCandidateLevelId,assemblyCandidateAssetPath,assemblyCandidateStyle,assemblyCandidateChainLanguage,assemblyCandidateRole,assemblyManualReview,assemblyRemainingGap,assemblyGapReason,assemblyCandidateWidth,assemblyCandidateHeight,assemblyCandidateChains,assemblyCandidateAvgChoices,assemblyCandidateMaxChain,assemblyCandidateAvgChain,assemblyCandidateStraightness,assemblyCandidateProfile
363,37,463,Main/Level_Main_363,shape,普通/恢复,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_129_L363_bell_core,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_129_L363_bell_core.asset,r2_outer_strong_005_r2_006_a401_maskonlyb09_26_large_bell,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L363_r2_outer_strong_005_r2_006_a401_maskonlyb09_26_lar.asset,shape_psg_inventory,,,,0.988,12,8,1,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,NeedsFinalManualReview,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_review_top3_rescue_129_L363_bell_core,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_129_L363_bell_core.asset,CoreBurst,,ReviewCandidate,True,False,,,,149,6.85,,,,CoreBurst
364,37,464,Main/Level_Main_364,normal,普通/恢复,Normal,,OriginalNonTarget,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L364_direct_pure_topup_07_10_direct_polish_hard_pure_re.asset,direct_pure_topup_07_10_direct_polish_hard_pure_rect_outer_shell_g9_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L364_direct_pure_topup_07_10_direct_polish_hard_pure_re.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
365,37,465,Main/Level_Main_365,normal,特别困难,Pressure,Peak,After300DeferredForFront300PriorityV3,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L365_direct_advanced_43_direct_advanced_veryhard_rect_c.asset,direct_advanced_43_direct_advanced_veryhard_rect_core_burst_g1_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L365_direct_advanced_43_direct_advanced_veryhard_rect_c.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
366,37,466,Main/Level_Main_366,normal,普通/恢复,Recovery,NormalB_NeutralOrPeelLight,After300DeferredForFront300PriorityV3,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L366_direct_polish_clean_24_direct_polish_normal_rect_s.asset,direct_polish_clean_24_direct_polish_normal_rect_stair_push_g2_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L366_direct_polish_clean_24_direct_polish_normal_rect_s.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
367,37,467,Main/Level_Main_367_hole,hole,普通/恢复,HoleRescue,,OriginalNonTarget,hole_highchain_010_hc_34x26_dual_a,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L367_hole_highchain_010_hc_34x26_dual_a.asset,hole_highchain_010_hc_34x26_dual_a,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L367_hole_highchain_010_hc_34x26_dual_a.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
368,37,468,Main/Level_Main_368,shape,普通/恢复,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep.asset,r2_outer_strong_005_r2_006_a401_maskonlyb01_08_large_hourglass,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L368_r2_outer_strong_005_r2_006_a401_maskonlyb01_08_lar.asset,shape_psg_inventory,,,,0.986,9,16,5,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_130_L368_hourglass_sweep.asset,Sweep,,TraceKeeper,False,False,,,,154,5.06,,,,Sweep
369,37,469,Main/Level_Main_369,normal,特别困难,Pressure,Hard,After300DeferredForFront300PriorityV3,direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L369_direct_advanced_09_direct_advanced_veryhard_rect_l.asset,direct_advanced_09_direct_advanced_veryhard_rect_lock_buckle_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L369_direct_advanced_09_direct_advanced_veryhard_rect_l.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
370,37,470,Main/Level_Main_370,normal,普通/恢复,Normal,,OriginalNonTarget,direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L370_direct_diff120_141_direct_diff_veryhard_long_spine.asset,direct_diff120_141_direct_diff_veryhard_long_spine_snake_spine_g0_v06,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L370_direct_diff120_141_direct_diff_veryhard_long_spine.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
371,38,471,Main/Level_Main_371,normal,普通/恢复,Normal,NormalA_FlowOrNeutral,After300DeferredForFront300PriorityV3,direct_diff120_69_direct_diff_normal_long_spine_zig_river_g2_v08,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L371_direct_diff120_69_direct_diff_normal_long_spine_zi.asset,direct_diff120_69_direct_diff_normal_long_spine_zig_river_g2_v08,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L371_direct_diff120_69_direct_diff_normal_long_spine_zi.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
372,38,472,Main/Level_Main_372,normal,困难,Pressure,Hard,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset,direct_polish_clean_15_direct_polish_normal_rect_stair_push_g1_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L372_direct_polish_clean_15_direct_polish_normal_rect_s.asset,nutation_longchain_strict60_campaign_gate,PeelMid,curve_chain,Hard,0.946,9,6,3,0.825,0.25,7,7,ActiveReplace,NutationLongChainStrict60,.worktrees/nutation-peel,CampaignHardGateGenericMatch,"Generic LongChain strict candidate matched to missing Hard slot by stage difficulty, canvas, and chain-language fit.",True,nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_21_nutation_longchain_curve_v1_rect_c80hf_06_d2_lock_curve.asset,maze_long_chain,curve_chain,LongChainHardPeak,False,False,,26,35,79,5.71,23,10.9,0.327,holefix
373,38,473,Main/Level_Main_373,shape,普通/恢复,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_no_b_r4_20_L373_glove_r4core,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_20_L373_glove_r4core.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_07_main_glove,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L373_r2_outer_strong_005_r2_006_a401_maskonlyb05_07_mai.asset,shape_psg_inventory,,,,0.984,10,7,2,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_no_b_r4_20_L373_glove_r4core,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_20_L373_glove_r4core.asset,CoreBurst,,TraceKeeper,False,False,,,,114,5.62,,,,CoreBurst
374,38,474,Main/Level_Main_374,normal,普通/恢复,Normal,NormalB_NeutralOrPeelLight,After300DeferredForFront300PriorityV3,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L374_direct_normal_84_direct_normal_rect_dense_weave_g2.asset,direct_normal_84_direct_normal_rect_dense_weave_g2_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L374_direct_normal_84_direct_normal_rect_dense_weave_g2.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
375,38,475,Main/Level_Main_375,normal,普通/恢复,Recovery,,OriginalNonTarget,direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L375_direct_pure_topup_10_16_direct_polish_hard_pure_re.asset,direct_pure_topup_10_16_direct_polish_hard_pure_rect_sweep_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L375_direct_pure_topup_10_16_direct_polish_hard_pure_re.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
376,38,476,Main/Level_Main_376,normal,极难,Peak,Peak,After300DeferredForFront300PriorityV3,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L376_direct_advanced_32_direct_advanced_veryhard_rect_s.asset,direct_advanced_32_direct_advanced_veryhard_rect_section_unlock_g3_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L376_direct_advanced_32_direct_advanced_veryhard_rect_s.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
377,38,477,Main/Level_Main_377_hole,hole,普通/恢复,HoleRescue,,OriginalNonTarget,hole_candidate_085_wide_32x24_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L377_hole_candidate_085_wide_32x24_section.asset,hole_candidate_085_wide_32x24_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L377_hole_candidate_085_wide_32x24_section.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
378,38,478,Main/Level_Main_378,shape,普通/恢复,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset,r2_outer_strong_005_r2_006_a401_maskonlyb05_15_large_pretzel,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L378_r2_outer_strong_005_r2_006_a401_maskonlyb05_15_lar.asset,shape_psg_inventory,,,,0.983,10,9,5,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_137_L378_pretzel_sweep.asset,Sweep,,TraceKeeper,False,False,,,,138,4.86,,,,Sweep
379,38,479,Main/Level_Main_379,normal,普通/恢复,Recovery,,OriginalNonTarget,direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L379_direct_pure_topup_08_04_direct_polish_hard_pure_re.asset,direct_pure_topup_08_04_direct_polish_hard_pure_rect_sweep_g11_v03,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L379_direct_pure_topup_08_04_direct_polish_hard_pure_re.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
380,38,480,Main/Level_Main_380,normal,普通/恢复,Normal,,OriginalNonTarget,direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L380_direct_pure_topup_08_07_direct_polish_hard_pure_re.asset,direct_pure_topup_08_07_direct_polish_hard_pure_rect_section_unlock_g12_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L380_direct_pure_topup_08_07_direct_polish_hard_pure_re.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
381,39,481,Main/Level_Main_381,normal,普通/恢复,Recovery,,OriginalNonTarget,direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L381_direct_pure_topup_10_11_direct_polish_hard_pure_re.asset,direct_pure_topup_10_11_direct_polish_hard_pure_rect_dense_weave_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L381_direct_pure_topup_10_11_direct_polish_hard_pure_re.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
382,39,482,Main/Level_Main_382,normal,普通/恢复,Normal,,OriginalNonTarget,direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L382_direct_pure_topup_10_14_direct_polish_hard_pure_re.asset,direct_pure_topup_10_14_direct_polish_hard_pure_rect_stair_push_g11_v09,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L382_direct_pure_topup_10_14_direct_polish_hard_pure_re.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
383,39,483,Main/Level_Main_383,shape,普通/恢复,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset,r2_outer_strong_005_r2_006_a401_maskonlyb04_05_main_alarmclock,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L383_r2_outer_strong_005_r2_006_a401_maskonlyb04_05_mai.asset,shape_psg_inventory,,,,0.982,10,12,2,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,LatestProposedKeep,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_139_L383_alarmclock_lock.asset,LockBuckle,,TraceKeeper,False,False,,,,141,4.87,,,,LockBuckle
384,39,484,Main/Level_Main_384,normal,特别困难,Pressure,Hard,After300DeferredForFront300PriorityV3,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L384_direct_polish_hard_04_direct_polish_hard_rect_core.asset,direct_polish_hard_04_direct_polish_hard_rect_core_burst_g4_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L384_direct_polish_hard_04_direct_polish_hard_rect_core.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
385,39,485,Main/Level_Main_385_hole,hole,普通/恢复,HoleRescue,,OriginalNonTarget,hole_candidate_034_std_24x30_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L385_hole_candidate_034_std_24x30_section.asset,hole_candidate_034_std_24x30_section,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L385_hole_candidate_034_std_24x30_section.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
386,39,486,Main/Level_Main_386,normal,普通/恢复,Normal,NormalA_FlowOrNeutral,After300DeferredForFront300PriorityV3,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L386_direct_normal_61_direct_normal_rect_outer_shell_g0.asset,direct_normal_61_direct_normal_rect_outer_shell_g0_v07,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L386_direct_normal_61_direct_normal_rect_outer_shell_g0.asset,,,,,,,,,,,,,KeepCurrent,,,After300DeferredFront300Priority,after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300,False,,,,,,False,False,,,,,,,,,
387,39,487,Main/Level_Main_387,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset,r2_outer_strong_005_r2_006_a401_maskonlyb07_04_main_d20die,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L387_r2_outer_strong_005_r2_006_a401_maskonlyb07_04_mai.asset,shape_psg_inventory,,,,0.981,11,8,2,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,ManualAcceptedProposed,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR5/campaign500_shape_psg_no_b_r5_12_L387_d20die_r5mazeA.asset,MazeLongChain,,ManualKeeper,True,False,,,,135,5.3,,,,MazeLongChain
388,39,488,Main/Level_Main_388,normal,特别困难,Pressure,,OriginalNonTarget,sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed20260618_100431_dive,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_ske.asset,sgp_manual_keep_outer1_repair_02_sgp_seed_hard_skeleton_newseed20260618_100431_dive,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L388_sgp_manual_keep_outer1_repair_02_sgp_seed_hard_ske.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
389,39,489,Main/Level_Main_389,normal,极难,Peak,Peak,ExternalCandidatePlanned,nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset,direct_pure_topup_07_12_direct_polish_hard_pure_rect_lock_buckle_g10_v02,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L389_direct_pure_topup_07_12_direct_polish_hard_pure_re.asset,nutation_longchain_strict60_campaign_gate,PressurePeak,mixed_chain,Peak,0.946,10,4,4,0.907,0.141,6,6,ActiveReplace,NutationLongChainStrict60,.worktrees/nutation-peel,CampaignHardGateGenericMatch,"Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit.",True,nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch,Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_15_nutation_longchain_patch_v1_rect_c80hf_04_d1_core_patch.asset,maze_long_chain,patch_chain,LongChainHardPeak,False,False,,24,34,75,6.17,21,10.29,0.283,holefix
390,39,490,Main/Level_Main_390,normal,普通/恢复,Normal,NormalB_NeutralOrPeelLight,OriginalTargetMissingHardGate,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L390_direct_pure_topup_08_11_direct_polish_hard_pure_re.asset,direct_pure_topup_08_11_direct_polish_hard_pure_rect_dual_zone_g12_v04,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L390_direct_pure_topup_08_11_direct_polish_hard_pure_re.asset,,NeutralMixed,mixed_chain,NormalNeutral,,,,,,,,,KeepOriginalTargetGap,OriginalV11Fallback,main,NoStrictCandidateYet,No confirmed candidate under selected quality/stage rule; keep original and ask candidate sync to refill.,False,,,,,,False,True,normal_target_missing_after_first_assembly,,,,,,,,
391,40,491,Main/Level_Main_391,normal,普通/恢复,Recovery,,OriginalNonTarget,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L391_direct_polish_clean_08_direct_polish_normal_rect_s.asset,direct_polish_clean_08_direct_polish_normal_rect_sweep_g0_v01,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L391_direct_polish_clean_08_direct_polish_normal_rect_s.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
392,40,492,Main/Level_Main_392_hole,hole,普通/恢复,HoleRescue,,OriginalNonTarget,hole_highchain_extra_019_hc2_34x28_dual_b,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L392_hole_highchain_extra_019_hc2_34x28_dual_b.asset,hole_highchain_extra_019_hc2_34x28_dual_b,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L392_hole_highchain_extra_019_hc2_34x28_dual_b.asset,,,,,,,,,,,,,KeepCurrent,,main,,,False,,,,,,False,False,,,,,,,,,
393,40,493,Main/Level_Main_393,shape,困难,Shape,,ShapeCandidatePlanned,campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset,r2_outer_strong_005_r2_006_a401_maskonlyb07_03_large_chessknight,Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L393_r2_outer_strong_005_r2_006_a401_maskonlyb07_03_lar.asset,shape_psg_inventory,,,,0.986,12,8,4,,,,,ActiveReplace,ShapeMaskInventory,.worktrees/mask-psg-production,NeedsFinalManualReview,Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage.,True,campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock,Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgNoBR4/campaign500_shape_psg_no_b_r4_33_L393_chessknight_r4lock.asset,LockBuckle,,ReviewCandidate,True,False,,,,149,6.03,,,,LockBuckle
