"order","section10","category","difficultyNameZh","experienceRole","replacementMark","isChangedFromOriginalTemplate","finalStatus","assemblyAction","loadMode","originalLevelId","originalAssetPath","finalLevelId","finalAssetPath","actualLoadedAssetPath","actualLoadedGuid","syncAssetPath","replacementSourcePool","replacementSourceKind","assemblyGateClass","productionLane","productionStyle","productionChainLanguage","rhythmStyleGroup","sectionWaveRole","rhythmStageBand","templateTargetChains","actualChains","effectiveChainLoad","sourceCoverage","maxChoices","localPatchSolveRunMax","solveTraceQualityScore","rhythmPlacementReason","assemblySelectionReason"
"464","47","normal","普通/恢复","Pressure","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","BasePreviewFallback","direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L464_direct_normal_topup_58_direct_normal_topup_rect_lo.asset","direct_normal_topup_58_direct_normal_topup_rect_lock_buckle_g7_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L464_direct_normal_topup_58_direct_normal_topup_rect_lo.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","a3f185398f5a4acea898eb12fd644a7c","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_18_nutation_mixed_neutral_v1_rect_s47_o464_v02_neutralmixed_mixed_chain.asset","","","After300DeferredFront300Priority","","","","","Hard","S04_after300_deferred","111","","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"465","47","normal","特别困难","Recovery","REPLACED","True","ExternalCandidatePlanned","ActiveReplace","ManifestAsset","direct_advanced_23_direct_advanced_veryhard_rect_sweep_g2_v03","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L465_direct_advanced_23_direct_advanced_veryhard_rect_s.asset","nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset","c1d50362dcce03045aa5052258825fd4","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS2V1/nutation_longchain_candidate80_holefix_s2_v1_39_nutation_longchain_patch_v1_rect_c80hf2_10_d2_section_patch.asset","NutationLongChainStrict60","nutation_longchain_strict60_campaign_gate","CampaignHardGateGenericMatch","LongChainProbe","maze_long_chain","curve_chain","","PeakExtreme","S04_after300_deferred","213","104","","0.947","9","6","0.867","unchanged_from_v3_or_non_normal","Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit."
"466","47","normal","普通/恢复","Normal","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L466_direct_pure_topup_07_05_direct_polish_hard_pure_re.asset","direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L466_direct_pure_topup_07_05_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset","8178082faeb347d46913f24fae06f852","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice07/direct_pure_topup_07_05_direct_polish_hard_pure_rect_dual_zone_g9_v01.asset","","","","","","","","Normal","S04_after300_deferred","166","","","","","","","unchanged_from_v3_or_non_normal",""
"467","47","hole","普通/恢复","HoleRescue","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","hole_topup_031_topup_std_26x26_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L467_hole_topup_031_topup_std_26x26_maze.asset","hole_topup_031_topup_std_26x26_maze","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L467_hole_topup_031_topup_std_26x26_maze.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset","699611b0fa183a04198bda259d76fb1c","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/TopupCandidates/hole_topup_031_topup_std_26x26_maze.asset","","","","","","","","HoleRescue","S04_after300_deferred","63","","","","","","","unchanged_from_v3_or_non_normal",""
"468","47","shape","普通/恢复","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb06_03_compact_boombox","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L468_r2_outer_strong_005_r2_006_a401_maskonlyb06_03_com.asset","campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep.asset","686df552c0320b843a737eb31b7c1f96","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_176_L468_boombox_sweep.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","Sweep","","","Shape","S04_after300_deferred","73","81","","0.988","9","7","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"469","47","normal","困难","Pressure","REPLACED","True","ExternalCandidatePlanned","ActiveReplace","ManifestAsset","direct_polish_hard_18_direct_polish_hard_rect_maze_long_chain_g5_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L469_direct_polish_hard_18_direct_polish_hard_rect_maze.asset","nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset","99b33d7b9abe85246acbc38e40de612f","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_29_nutation_longchain_curve_v1_rect_c80hf_08_d2_weave_curve.asset","NutationLongChainStrict60","nutation_longchain_strict60_campaign_gate","CampaignHardGateGenericMatch","PeelMid","maze_long_chain","curve_chain","","Hard","S04_after300_deferred","160","89","","0.948","11","6","0.845","unchanged_from_v3_or_non_normal","Generic LongChain strict candidate matched to missing Hard slot by stage difficulty, canvas, and chain-language fit."
"470","47","normal","普通/恢复","Recovery","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L470_direct_pure_topup_09_23_direct_polish_hard_pure_re.asset","direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L470_direct_pure_topup_09_23_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset","58fef92723bb44e44b87dfb1309189ae","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice09/direct_pure_topup_09_23_direct_polish_hard_pure_rect_section_unlock_g10_v08.asset","","","","","","","","Recovery","S04_after300_deferred","149","","","","","","","unchanged_from_v3_or_non_normal",""
"471","48","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","BasePreviewFallback","direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L471_direct_normal_topup_16_direct_normal_topup_rect_sw.asset","direct_normal_topup_16_direct_normal_topup_rect_sweep_g7_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L471_direct_normal_topup_16_direct_normal_topup_rect_sw.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset","3590208550bd829439ee02e0e09ddfa6","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/fastlane1/campaign500_normal_early_plus_v1_topup_fastlane1_52_nutation_flow_rail_v1_rect_s48_o471_v00_flowrail_curve_chain.asset","","","After300DeferredFront300Priority","","","","","Recovery","S04_after300_deferred","106","","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"472","48","normal","特别困难","Pressure","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L472_direct_advanced_13_direct_advanced_veryhard_rect_s.asset","direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L472_direct_advanced_13_direct_advanced_veryhard_rect_s.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset","321e3d1d72ebd0a4bad68f0050f17c27","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_13_direct_advanced_veryhard_rect_stair_push_g1_v02.asset","","","","","","","","Hard","S04_after300_deferred","231","","","","","","","unchanged_from_v3_or_non_normal",""
"473","48","shape","普通/恢复","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb05_11_compact_mug","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L473_r2_outer_strong_005_r2_006_a401_maskonlyb05_11_com.asset","campaign500_shape_psg_final6_01_L473_mug","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_01_L473_mug.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_01_L473_mug.asset","5e2d0819f0c75ec419b10c2d138d1876","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgFinal6/campaign500_shape_psg_final6_01_L473_mug.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","CoreBurst","","","Shape","S04_after300_deferred","67","78","","0.981","9","5","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"474","48","normal","普通/恢复","Recovery","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L474_direct_advanced_42_direct_advanced_veryhard_rect_d.asset","direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L474_direct_advanced_42_direct_advanced_veryhard_rect_d.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset","cb3f70dfee8a9cb4f9799589e01575c7","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/AdvancedCandidates/direct_advanced_42_direct_advanced_veryhard_rect_dense_weave_g1_v06.asset","","","","","","","","Recovery","S04_after300_deferred","178","","","","","","","unchanged_from_v3_or_non_normal",""
"475","48","normal","困难","Normal","REPLACED","True","ExternalCandidatePlanned","ActiveReplace","ManifestAsset","direct_advanced_36_direct_advanced_veryhard_rect_dual_zone_g0_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L475_direct_advanced_36_direct_advanced_veryhard_rect_d.asset","nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset","eb76f8e0c00850b4abf4d4ff4511b6f2","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixS3V1/nutation_longchain_candidate80_holefix_s3_v1_28_nutation_longchain_spine_v1_rect_c80hf3_07_d2_maze_spine.asset","NutationLongChainStrict60","nutation_longchain_strict60_campaign_gate","CampaignHardGateGenericMatch","PeelMid","maze_long_chain","rail_chain","","Hard","S04_after300_deferred","195","73","","0.949","10","3","0.842","unchanged_from_v3_or_non_normal","Generic LongChain strict candidate matched to missing Hard slot by stage difficulty, canvas, and chain-language fit."
"476","48","normal","普通/恢复","Pressure","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","BasePreviewFallback","direct_normal_136_direct_normal_rect_core_burst_g1_v14","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L476_direct_normal_136_direct_normal_rect_core_burst_g1.asset","direct_normal_136_direct_normal_rect_core_burst_g1_v14","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L476_direct_normal_136_direct_normal_rect_core_burst_g1.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","385d6cd0ba67efd49b0d7843a3532e48","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/w11b/c5nep_w11b_51_nutation_strict_mixed_hard_v1_rect_s48_o476_v00_strictmixedhard_mixed_chain.asset","","","After300DeferredFront300Priority","","","","","Hard","S04_after300_deferred","126","","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
"477","48","hole","普通/恢复","HoleRescue","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","hole_candidate_032_std_24x28_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L477_hole_candidate_032_std_24x28_dense.asset","hole_candidate_032_std_24x28_dense","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L477_hole_candidate_032_std_24x28_dense.asset","Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset","36a12545babc04d49ab84c379005bc3e","U/Assets/ArrowMagic/SOData/Levels/HoleProcedural/CandidatePool/hole_candidate_032_std_24x28_dense.asset","","","","","","","","HoleRescue","S04_after300_deferred","60","","","","","","","unchanged_from_v3_or_non_normal",""
"478","48","shape","普通/恢复","Shape","REPLACED","True","ShapeCandidatePlanned","ActiveReplace","ManifestAsset","r2_outer_strong_005_r2_006_a401_maskonlyb04_09_main_flag","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L478_r2_outer_strong_005_r2_006_a401_maskonlyb04_09_mai.asset","campaign500_shape_psg_review_top3_rescue_178_L478_flag_section","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_178_L478_flag_section.asset","Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_178_L478_flag_section.asset","aa8499f5ff208674abc8a85c9e992531","U/Assets/ArrowMagic/SOData/Levels/Production/Campaign500ShapePsgReviewTop3Rescue/campaign500_shape_psg_review_top3_rescue_178_L478_flag_section.asset","ShapeMaskInventory","shape_psg_inventory","LatestProposedKeep","","SectionUnlock","","","Shape","S04_after300_deferred","112","96","","0.986","9","8","","unchanged_from_v3_or_non_normal","Confirmed shape inventory candidate; user allowed manual-review rows for one-level-per-shape coverage."
"479","48","normal","极难","Peak","REPLACED","True","ExternalCandidatePlanned","ActiveReplace","ManifestAsset","direct_advanced_14_direct_advanced_veryhard_rect_quasi_symmetry_g1_v02","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L479_direct_advanced_14_direct_advanced_veryhard_rect_q.asset","nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","73a971f8f3ec7c84fa36a28bb6c1cb5e","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/NutationLongChainCandidate80HolefixV1/nutation_longchain_candidate80_holefix_v1_33_nutation_longchain_curve_v1_rect_c80hf_09_d2_core_curve.asset","NutationLongChainStrict60","nutation_longchain_strict60_campaign_gate","CampaignHardGateGenericMatch","LongChainProbe","maze_long_chain","rail_chain","","PeakExtreme","S04_after300_deferred","185","93","","0.946","11","5","0.92","unchanged_from_v3_or_non_normal","Generic LongChain strict candidate matched to missing Peak slot by stage difficulty, canvas, and chain-language fit."
"480","48","normal","普通/恢复","Recovery","KEPT_CURRENT","False","OriginalNonTarget","KeepCurrent","BasePreviewFallback","direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L480_direct_pure_topup_08_24_direct_polish_hard_pure_re.asset","direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L480_direct_pure_topup_08_24_direct_polish_hard_pure_re.asset","Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset","5478f802d42d3a04fafb06fcc9b78f69","U/Assets/ArrowMagic/SOData/Levels/DirectProcedural/PureTopupCandidates/Slice08/direct_pure_topup_08_24_direct_polish_hard_pure_rect_sweep_g13_v05.asset","","","","","","","","Recovery","S04_after300_deferred","141","","","","","","","unchanged_from_v3_or_non_normal",""
"481","49","normal","普通/恢复","Recovery","KEPT_CURRENT","False","After300DeferredForFront300PriorityV3","KeepCurrent","BasePreviewFallback","direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L481_direct_normal_130_direct_normal_rect_maze_long_cha.asset","direct_normal_130_direct_normal_rect_maze_long_chain_g0_v13","Assets/ArrowMagic/SOData/Levels/Campaign500FinalV11/L481_direct_normal_130_direct_normal_rect_maze_long_cha.asset","Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset","c6d08f5304034fa7ad0ff0a72223a55a","U/Assets/ArrowMagic/SOData/Levels/Campaign500NormalFullV1/s46_s50_tail/campaign500_normal_full_v1_s46_s50_tail_37_nutation_mixed_neutral_v1_rect_s49_o481_v00_neutralmixed_mixed_chain.asset","","","After300DeferredFront300Priority","","","","","Recovery","S04_after300_deferred","108","","","","","","","unchanged_from_v3_or_non_normal","after300_deferred_front300_priority_v3|candidate_reclaimed_for_front300"
